,Name,Size,Shape,Dtype
1121,AwakeEventData/TT41.BTV.412350/Acquisition/rightTopReference,2,"(2,)",int16
1122,AwakeEventData/TT41.BTV.412350/Acquisition/saturationThreshold,1,"(1,)",int16
1123,AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect,1,"(1,)",int32
1124,AwakeEventData/TT41.BTV.412350/Acquisition/screenSelectStr,4,"(4,)",|S10
1125,AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_max,1,"(1,)",int32
1126,AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_min,1,"(1,)",int32
1127,AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp,1,"(1,)",int16
1128,AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_max,1,"(1,)",int16
1129,AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_min,1,"(1,)",int16
1130,AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet1,1,"(1,)",float64
1131,AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet2,1,"(1,)",float64
1132,AwakeEventData/TT41.BTV.412350/Acquisition/superCycleNb,1,"(1,)",int32
1133,AwakeEventData/TT41.BTV.412350/Acquisition/tgSet1,1,"(1, 1)",float64
1134,AwakeEventData/TT41.BTV.412350/Acquisition/tgSet2,1,"(1, 1)",float64
1135,AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelection,1,"(1,)",NULL
1136,AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelectionNumber,1,"(1,)",int16
1137,AwakeEventData/TT41.BTV.412350/Acquisition/videoGain,1,"(1,)",int32
1138,AwakeEventData/TT41.BTV.412350/Image/acqCounter,1,"(1,)",int32
1139,AwakeEventData/TT41.BTV.412350/Image/acqDesc,1,"(1,)",|S7
1140,AwakeEventData/TT41.BTV.412350/Image/acqMsg,1,"(1,)",|S2
1141,AwakeEventData/TT41.BTV.412350/Image/acqState,1,"(1,)",int32
1142,AwakeEventData/TT41.BTV.412350/Image/acqTime,1,"(1,)",|S26
1143,AwakeEventData/TT41.BTV.412350/Image/acqTimeInCycle,1,"(1,)",float64
1144,AwakeEventData/TT41.BTV.412350/Image/amplitudeSet1,1,"(1,)",float64
1145,AwakeEventData/TT41.BTV.412350/Image/amplitudeSet2,1,"(1,)",float64
1146,AwakeEventData/TT41.BTV.412350/Image/beamID,1,"(1,)",int32
1147,AwakeEventData/TT41.BTV.412350/Image/cameraOffset,1,"(1,)",int16
1148,AwakeEventData/TT41.BTV.412350/Image/cameraOffset_max,1,"(1,)",int16
1149,AwakeEventData/TT41.BTV.412350/Image/cameraOffset_min,1,"(1,)",int16
1150,AwakeEventData/TT41.BTV.412350/Image/cameraSwitch,1,"(1,)",int32
1151,AwakeEventData/TT41.BTV.412350/Image/cameraZoom,1,"(1,)",int32
1152,AwakeEventData/TT41.BTV.412350/Image/cycleTime,1,"(1,)",|S26
1153,AwakeEventData/TT41.BTV.412350/Image/descSet1,1,"(1,)",|S21
1154,AwakeEventData/TT41.BTV.412350/Image/descSet2,1,"(1,)",|S19
1155,AwakeEventData/TT41.BTV.412350/Image/deviceName,1,"(1,)",|S15
1156,AwakeEventData/TT41.BTV.412350/Image/filterSelect,1,"(1,)",int32
1157,AwakeEventData/TT41.BTV.412350/Image/filterSelectStr,4,"(4,)",|S9
1158,AwakeEventData/TT41.BTV.412350/Image/filterSelect_max,1,"(1,)",int32
1159,AwakeEventData/TT41.BTV.412350/Image/filterSelect_min,1,"(1,)",int32
1160,AwakeEventData/TT41.BTV.412350/Image/firstLamp,1,"(1,)",int16
1161,AwakeEventData/TT41.BTV.412350/Image/firstLamp_max,1,"(1,)",int16
1162,AwakeEventData/TT41.BTV.412350/Image/firstLamp_min,1,"(1,)",int16
1163,AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1,400,"(1, 400)",float64
1164,AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1_unit,1,"(1,)",|S2
1165,AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2,300,"(1, 300)",float64
1166,AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2_unit,1,"(1,)",|S2
1167,AwakeEventData/TT41.BTV.412350/Image/imageSet,120000,"(1, 120000)",int16
1168,AwakeEventData/TT41.BTV.412350/Image/leftBottomReference,2,"(2,)",int16
1169,AwakeEventData/TT41.BTV.412350/Image/leftTopReference,2,"(2,)",int16
1170,AwakeEventData/TT41.BTV.412350/Image/mire,1,"(1,)",int32
1171,AwakeEventData/TT41.BTV.412350/Image/nbAcq,1,"(1,)",int32
1172,AwakeEventData/TT41.BTV.412350/Image/nbDataSets,1,"(1,)",int32
1173,AwakeEventData/TT41.BTV.412350/Image/nbImages,1,"(1,)",int32
1174,AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet1,1,"(1,)",int32
1175,AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet2,1,"(1,)",int32
1176,AwakeEventData/TT41.BTV.412350/Image/observables,1,"(1,)",int32
1177,AwakeEventData/TT41.BTV.412350/Image/offsetCalSet1,4,"(4,)",float64
1178,AwakeEventData/TT41.BTV.412350/Image/offsetCalSet2,4,"(4,)",float64
1179,AwakeEventData/TT41.BTV.412350/Image/pixelCalSet1,4,"(4,)",float64
1180,AwakeEventData/TT41.BTV.412350/Image/pixelCalSet2,4,"(4,)",float64
1181,AwakeEventData/TT41.BTV.412350/Image/planeSet1,1,"(1,)",int32
1182,AwakeEventData/TT41.BTV.412350/Image/planeSet2,1,"(1,)",int32
1183,AwakeEventData/TT41.BTV.412350/Image/positionSet1,1,"(1,)",float64
1184,AwakeEventData/TT41.BTV.412350/Image/positionSet2,1,"(1,)",float64
1185,AwakeEventData/TT41.BTV.412350/Image/propType,1,"(1,)",int32
1186,AwakeEventData/TT41.BTV.412350/Image/rightBottomReference,2,"(2,)",int16
1187,AwakeEventData/TT41.BTV.412350/Image/rightTopReference,2,"(2,)",int16
1188,AwakeEventData/TT41.BTV.412350/Image/saturationThreshold,1,"(1,)",int16
1189,AwakeEventData/TT41.BTV.412350/Image/screenSelect,1,"(1,)",int32
1190,AwakeEventData/TT41.BTV.412350/Image/screenSelectStr,4,"(4,)",|S10
1191,AwakeEventData/TT41.BTV.412350/Image/screenSelect_max,1,"(1,)",int32
1192,AwakeEventData/TT41.BTV.412350/Image/screenSelect_min,1,"(1,)",int32
1193,AwakeEventData/TT41.BTV.412350/Image/secondLamp,1,"(1,)",int16
1194,AwakeEventData/TT41.BTV.412350/Image/secondLamp_max,1,"(1,)",int16
1195,AwakeEventData/TT41.BTV.412350/Image/secondLamp_min,1,"(1,)",int16
1196,AwakeEventData/TT41.BTV.412350/Image/sigmaSet1,1,"(1,)",float64
1197,AwakeEventData/TT41.BTV.412350/Image/sigmaSet2,1,"(1,)",float64
1198,AwakeEventData/TT41.BTV.412350/Image/superCycleNb,1,"(1,)",int32
1199,AwakeEventData/TT41.BTV.412350/Image/userImageSelection,1,"(1,)",NULL
1200,AwakeEventData/TT41.BTV.412350/Image/userImageSelectionNumber,1,"(1,)",int16
1201,AwakeEventData/TT41.BTV.412350/Image/videoGain,1,"(1,)",int32
1202,AwakeEventData/TT41.BTV.412350.STREAK/StreakImage,1,(),|S105
1203,AwakeEventData/TT41.BTV.412353/Acquisition/acqCounter,1,"(1,)",int32
1204,AwakeEventData/TT41.BTV.412353/Acquisition/acqDesc,1,"(1,)",|S7
1205,AwakeEventData/TT41.BTV.412353/Acquisition/acqMsg,1,"(1,)",|S2
1206,AwakeEventData/TT41.BTV.412353/Acquisition/acqState,1,"(1,)",int32
1207,AwakeEventData/TT41.BTV.412353/Acquisition/acqTime,1,"(1,)",|S26
1208,AwakeEventData/TT41.BTV.412353/Acquisition/acqTimeInCycle,1,"(1,)",float64
1209,AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet1,1,"(1,)",float64
1210,AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet2,1,"(1,)",float64
1211,AwakeEventData/TT41.BTV.412353/Acquisition/beamID,1,"(1,)",int32
1212,AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset,1,"(1,)",int16
1213,AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_max,1,"(1,)",int16
1214,AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_min,1,"(1,)",int16
1215,AwakeEventData/TT41.BTV.412353/Acquisition/cameraSwitch,1,"(1,)",int32
1216,AwakeEventData/TT41.BTV.412353/Acquisition/cameraZoom,1,"(1,)",int32
1217,AwakeEventData/TT41.BTV.412353/Acquisition/cycleTime,1,"(1,)",|S26
1218,AwakeEventData/TT41.BTV.412353/Acquisition/descSet1,1,"(1,)",|S21
1219,AwakeEventData/TT41.BTV.412353/Acquisition/descSet2,1,"(1,)",|S19
1220,AwakeEventData/TT41.BTV.412353/Acquisition/deviceName,1,"(1,)",|S15
1221,AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect,1,"(1,)",int32
1222,AwakeEventData/TT41.BTV.412353/Acquisition/filterSelectStr,4,"(4,)",|S9
1223,AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_max,1,"(1,)",int32
1224,AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_min,1,"(1,)",int32
1225,AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp,1,"(1,)",int16
1226,AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_max,1,"(1,)",int16
1227,AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_min,1,"(1,)",int16
1228,AwakeEventData/TT41.BTV.412353/Acquisition/leftBottomReference,2,"(2,)",int16
1229,AwakeEventData/TT41.BTV.412353/Acquisition/leftTopReference,2,"(2,)",int16
1230,AwakeEventData/TT41.BTV.412353/Acquisition/mire,1,"(1,)",int32
1231,AwakeEventData/TT41.BTV.412353/Acquisition/nbAcq,1,"(1,)",int32
1232,AwakeEventData/TT41.BTV.412353/Acquisition/nbDataSets,1,"(1,)",int32
1233,AwakeEventData/TT41.BTV.412353/Acquisition/nbGates,1,"(1,)",int32
1234,AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet1,1,"(1,)",int32
1235,AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet2,1,"(1,)",int32
1236,AwakeEventData/TT41.BTV.412353/Acquisition/observables,1,"(1,)",int32
1237,AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet1,4,"(4,)",float64
1238,AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet2,4,"(4,)",float64
1239,AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet1,1,"(1, 1)",float64
1240,AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet2,1,"(1, 1)",float64
1241,AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet1,4,"(4,)",float64
1242,AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet2,4,"(4,)",float64
1243,AwakeEventData/TT41.BTV.412353/Acquisition/planeSet1,1,"(1,)",int32
1244,AwakeEventData/TT41.BTV.412353/Acquisition/planeSet2,1,"(1,)",int32
1245,AwakeEventData/TT41.BTV.412353/Acquisition/positionSet1,1,"(1,)",float64
1246,AwakeEventData/TT41.BTV.412353/Acquisition/positionSet2,1,"(1,)",float64
1247,AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet1,400,"(1, 400)",float64
1248,AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet2,300,"(1, 300)",float64
1249,AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet1,400,"(1, 400)",float64
1250,AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet2,300,"(1, 300)",float64
1251,AwakeEventData/TT41.BTV.412353/Acquisition/propType,1,"(1,)",int32
1252,AwakeEventData/TT41.BTV.412353/Acquisition/rightBottomReference,2,"(2,)",int16
1253,AwakeEventData/TT41.BTV.412353/Acquisition/rightTopReference,2,"(2,)",int16
1254,AwakeEventData/TT41.BTV.412353/Acquisition/saturationThreshold,1,"(1,)",int16
1255,AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect,1,"(1,)",int32
1256,AwakeEventData/TT41.BTV.412353/Acquisition/screenSelectStr,4,"(4,)",|S10
1257,AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_max,1,"(1,)",int32
1258,AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_min,1,"(1,)",int32
1259,AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp,1,"(1,)",int16
1260,AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_max,1,"(1,)",int16
1261,AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_min,1,"(1,)",int16
1262,AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet1,1,"(1,)",float64
1263,AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet2,1,"(1,)",float64
1264,AwakeEventData/TT41.BTV.412353/Acquisition/superCycleNb,1,"(1,)",int32
1265,AwakeEventData/TT41.BTV.412353/Acquisition/tgSet1,1,"(1, 1)",float64
1266,AwakeEventData/TT41.BTV.412353/Acquisition/tgSet2,1,"(1, 1)",float64
1267,AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelection,1,"(1,)",NULL
1268,AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelectionNumber,1,"(1,)",int16
1269,AwakeEventData/TT41.BTV.412353/Acquisition/videoGain,1,"(1,)",int32
1270,AwakeEventData/TT41.BTV.412353/Image/acqCounter,1,"(1,)",int32
1271,AwakeEventData/TT41.BTV.412353/Image/acqDesc,1,"(1,)",|S7
1272,AwakeEventData/TT41.BTV.412353/Image/acqMsg,1,"(1,)",|S2
1273,AwakeEventData/TT41.BTV.412353/Image/acqState,1,"(1,)",int32
1274,AwakeEventData/TT41.BTV.412353/Image/acqTime,1,"(1,)",|S26
1275,AwakeEventData/TT41.BTV.412353/Image/acqTimeInCycle,1,"(1,)",float64
1276,AwakeEventData/TT41.BTV.412353/Image/amplitudeSet1,1,"(1,)",float64
1277,AwakeEventData/TT41.BTV.412353/Image/amplitudeSet2,1,"(1,)",float64
1278,AwakeEventData/TT41.BTV.412353/Image/beamID,1,"(1,)",int32
1279,AwakeEventData/TT41.BTV.412353/Image/cameraOffset,1,"(1,)",int16
1280,AwakeEventData/TT41.BTV.412353/Image/cameraOffset_max,1,"(1,)",int16
1281,AwakeEventData/TT41.BTV.412353/Image/cameraOffset_min,1,"(1,)",int16
1282,AwakeEventData/TT41.BTV.412353/Image/cameraSwitch,1,"(1,)",int32
1283,AwakeEventData/TT41.BTV.412353/Image/cameraZoom,1,"(1,)",int32
1284,AwakeEventData/TT41.BTV.412353/Image/cycleTime,1,"(1,)",|S26
1285,AwakeEventData/TT41.BTV.412353/Image/descSet1,1,"(1,)",|S21
1286,AwakeEventData/TT41.BTV.412353/Image/descSet2,1,"(1,)",|S19
1287,AwakeEventData/TT41.BTV.412353/Image/deviceName,1,"(1,)",|S15
1288,AwakeEventData/TT41.BTV.412353/Image/filterSelect,1,"(1,)",int32
1289,AwakeEventData/TT41.BTV.412353/Image/filterSelectStr,4,"(4,)",|S9
1290,AwakeEventData/TT41.BTV.412353/Image/filterSelect_max,1,"(1,)",int32
1291,AwakeEventData/TT41.BTV.412353/Image/filterSelect_min,1,"(1,)",int32
1292,AwakeEventData/TT41.BTV.412353/Image/firstLamp,1,"(1,)",int16
1293,AwakeEventData/TT41.BTV.412353/Image/firstLamp_max,1,"(1,)",int16
1294,AwakeEventData/TT41.BTV.412353/Image/firstLamp_min,1,"(1,)",int16
1295,AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1,400,"(1, 400)",float64
1296,AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1_unit,1,"(1,)",|S2
1297,AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2,300,"(1, 300)",float64
1298,AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2_unit,1,"(1,)",|S2
1299,AwakeEventData/TT41.BTV.412353/Image/imageSet,120000,"(1, 120000)",int16
1300,AwakeEventData/TT41.BTV.412353/Image/leftBottomReference,2,"(2,)",int16
1301,AwakeEventData/TT41.BTV.412353/Image/leftTopReference,2,"(2,)",int16
1302,AwakeEventData/TT41.BTV.412353/Image/mire,1,"(1,)",int32
1303,AwakeEventData/TT41.BTV.412353/Image/nbAcq,1,"(1,)",int32
1304,AwakeEventData/TT41.BTV.412353/Image/nbDataSets,1,"(1,)",int32
1305,AwakeEventData/TT41.BTV.412353/Image/nbImages,1,"(1,)",int32
1306,AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet1,1,"(1,)",int32
1307,AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet2,1,"(1,)",int32
1308,AwakeEventData/TT41.BTV.412353/Image/observables,1,"(1,)",int32
1309,AwakeEventData/TT41.BTV.412353/Image/offsetCalSet1,4,"(4,)",float64
1310,AwakeEventData/TT41.BTV.412353/Image/offsetCalSet2,4,"(4,)",float64
1311,AwakeEventData/TT41.BTV.412353/Image/pixelCalSet1,4,"(4,)",float64
1312,AwakeEventData/TT41.BTV.412353/Image/pixelCalSet2,4,"(4,)",float64
1313,AwakeEventData/TT41.BTV.412353/Image/planeSet1,1,"(1,)",int32
1314,AwakeEventData/TT41.BTV.412353/Image/planeSet2,1,"(1,)",int32
1315,AwakeEventData/TT41.BTV.412353/Image/positionSet1,1,"(1,)",float64
1316,AwakeEventData/TT41.BTV.412353/Image/positionSet2,1,"(1,)",float64
1317,AwakeEventData/TT41.BTV.412353/Image/propType,1,"(1,)",int32
1318,AwakeEventData/TT41.BTV.412353/Image/rightBottomReference,2,"(2,)",int16
1319,AwakeEventData/TT41.BTV.412353/Image/rightTopReference,2,"(2,)",int16
1320,AwakeEventData/TT41.BTV.412353/Image/saturationThreshold,1,"(1,)",int16
1321,AwakeEventData/TT41.BTV.412353/Image/screenSelect,1,"(1,)",int32
1322,AwakeEventData/TT41.BTV.412353/Image/screenSelectStr,4,"(4,)",|S10
1323,AwakeEventData/TT41.BTV.412353/Image/screenSelect_max,1,"(1,)",int32
1324,AwakeEventData/TT41.BTV.412353/Image/screenSelect_min,1,"(1,)",int32
1325,AwakeEventData/TT41.BTV.412353/Image/secondLamp,1,"(1,)",int16
1326,AwakeEventData/TT41.BTV.412353/Image/secondLamp_max,1,"(1,)",int16
1327,AwakeEventData/TT41.BTV.412353/Image/secondLamp_min,1,"(1,)",int16
1328,AwakeEventData/TT41.BTV.412353/Image/sigmaSet1,1,"(1,)",float64
1329,AwakeEventData/TT41.BTV.412353/Image/sigmaSet2,1,"(1,)",float64
1330,AwakeEventData/TT41.BTV.412353/Image/superCycleNb,1,"(1,)",int32
1331,AwakeEventData/TT41.BTV.412353/Image/userImageSelection,1,"(1,)",NULL
1332,AwakeEventData/TT41.BTV.412353/Image/userImageSelectionNumber,1,"(1,)",int16
1333,AwakeEventData/TT41.BTV.412353/Image/videoGain,1,"(1,)",int32
1334,AwakeEventData/TT41.BTV.412426/Acquisition/acqCounter,1,"(1,)",int32
1335,AwakeEventData/TT41.BTV.412426/Acquisition/acqDesc,1,"(1,)",|S7
1336,AwakeEventData/TT41.BTV.412426/Acquisition/acqMsg,1,"(1,)",|S2
1337,AwakeEventData/TT41.BTV.412426/Acquisition/acqState,1,"(1,)",int32
1338,AwakeEventData/TT41.BTV.412426/Acquisition/acqTime,1,"(1,)",|S26
1339,AwakeEventData/TT41.BTV.412426/Acquisition/acqTimeInCycle,1,"(1,)",float64
1340,AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet1,1,"(1,)",float64
1341,AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet2,1,"(1,)",float64
1342,AwakeEventData/TT41.BTV.412426/Acquisition/beamID,1,"(1,)",int32
1343,AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset,1,"(1,)",int16
1344,AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_max,1,"(1,)",int16
1345,AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_min,1,"(1,)",int16
1346,AwakeEventData/TT41.BTV.412426/Acquisition/cameraSwitch,1,"(1,)",int32
1347,AwakeEventData/TT41.BTV.412426/Acquisition/cameraZoom,1,"(1,)",int32
1348,AwakeEventData/TT41.BTV.412426/Acquisition/cycleTime,1,"(1,)",|S26
1349,AwakeEventData/TT41.BTV.412426/Acquisition/descSet1,1,"(1,)",|S21
1350,AwakeEventData/TT41.BTV.412426/Acquisition/descSet2,1,"(1,)",|S19
1351,AwakeEventData/TT41.BTV.412426/Acquisition/deviceName,1,"(1,)",|S15
1352,AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect,1,"(1,)",int32
1353,AwakeEventData/TT41.BTV.412426/Acquisition/filterSelectStr,4,"(4,)",|S9
1354,AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_max,1,"(1,)",int32
1355,AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_min,1,"(1,)",int32
1356,AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp,1,"(1,)",int16
1357,AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_max,1,"(1,)",int16
1358,AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_min,1,"(1,)",int16
1359,AwakeEventData/TT41.BTV.412426/Acquisition/leftBottomReference,2,"(2,)",int16
1360,AwakeEventData/TT41.BTV.412426/Acquisition/leftTopReference,2,"(2,)",int16
1361,AwakeEventData/TT41.BTV.412426/Acquisition/mire,1,"(1,)",int32
1362,AwakeEventData/TT41.BTV.412426/Acquisition/nbAcq,1,"(1,)",int32
1363,AwakeEventData/TT41.BTV.412426/Acquisition/nbDataSets,1,"(1,)",int32
1364,AwakeEventData/TT41.BTV.412426/Acquisition/nbGates,1,"(1,)",int32
1365,AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet1,1,"(1,)",int32
1366,AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet2,1,"(1,)",int32
1367,AwakeEventData/TT41.BTV.412426/Acquisition/observables,1,"(1,)",int32
1368,AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet1,4,"(4,)",float64
1369,AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet2,4,"(4,)",float64
1370,AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet1,1,"(1, 1)",float64
1371,AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet2,1,"(1, 1)",float64
1372,AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet1,4,"(4,)",float64
1373,AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet2,4,"(4,)",float64
1374,AwakeEventData/TT41.BTV.412426/Acquisition/planeSet1,1,"(1,)",int32
1375,AwakeEventData/TT41.BTV.412426/Acquisition/planeSet2,1,"(1,)",int32
1376,AwakeEventData/TT41.BTV.412426/Acquisition/positionSet1,1,"(1,)",float64
1377,AwakeEventData/TT41.BTV.412426/Acquisition/positionSet2,1,"(1,)",float64
1378,AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet1,400,"(1, 400)",float64
1379,AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet2,300,"(1, 300)",float64
1380,AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet1,400,"(1, 400)",float64
1381,AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet2,300,"(1, 300)",float64
1382,AwakeEventData/TT41.BTV.412426/Acquisition/propType,1,"(1,)",int32
1383,AwakeEventData/TT41.BTV.412426/Acquisition/rightBottomReference,2,"(2,)",int16
1384,AwakeEventData/TT41.BTV.412426/Acquisition/rightTopReference,2,"(2,)",int16
1385,AwakeEventData/TT41.BTV.412426/Acquisition/saturationThreshold,1,"(1,)",int16
1386,AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect,1,"(1,)",int32
1387,AwakeEventData/TT41.BTV.412426/Acquisition/screenSelectStr,4,"(4,)",|S10
1388,AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_max,1,"(1,)",int32
1389,AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_min,1,"(1,)",int32
1390,AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp,1,"(1,)",int16
1391,AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_max,1,"(1,)",int16
1392,AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_min,1,"(1,)",int16
1393,AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet1,1,"(1,)",float64
1394,AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet2,1,"(1,)",float64
1395,AwakeEventData/TT41.BTV.412426/Acquisition/superCycleNb,1,"(1,)",int32
1396,AwakeEventData/TT41.BTV.412426/Acquisition/tgSet1,1,"(1, 1)",float64
1397,AwakeEventData/TT41.BTV.412426/Acquisition/tgSet2,1,"(1, 1)",float64
1398,AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelection,1,"(1,)",NULL
1399,AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelectionNumber,1,"(1,)",int16
1400,AwakeEventData/TT41.BTV.412426/Acquisition/videoGain,1,"(1,)",int32
1401,AwakeEventData/TT41.BTV.412426/Image/acqCounter,1,"(1,)",int32
1402,AwakeEventData/TT41.BTV.412426/Image/acqDesc,1,"(1,)",|S7
1403,AwakeEventData/TT41.BTV.412426/Image/acqMsg,1,"(1,)",|S2
1404,AwakeEventData/TT41.BTV.412426/Image/acqState,1,"(1,)",int32
1405,AwakeEventData/TT41.BTV.412426/Image/acqTime,1,"(1,)",|S26
1406,AwakeEventData/TT41.BTV.412426/Image/acqTimeInCycle,1,"(1,)",float64
1407,AwakeEventData/TT41.BTV.412426/Image/amplitudeSet1,1,"(1,)",float64
1408,AwakeEventData/TT41.BTV.412426/Image/amplitudeSet2,1,"(1,)",float64
1409,AwakeEventData/TT41.BTV.412426/Image/beamID,1,"(1,)",int32
1410,AwakeEventData/TT41.BTV.412426/Image/cameraOffset,1,"(1,)",int16
1411,AwakeEventData/TT41.BTV.412426/Image/cameraOffset_max,1,"(1,)",int16
1412,AwakeEventData/TT41.BTV.412426/Image/cameraOffset_min,1,"(1,)",int16
1413,AwakeEventData/TT41.BTV.412426/Image/cameraSwitch,1,"(1,)",int32
1414,AwakeEventData/TT41.BTV.412426/Image/cameraZoom,1,"(1,)",int32
1415,AwakeEventData/TT41.BTV.412426/Image/cycleTime,1,"(1,)",|S26
1416,AwakeEventData/TT41.BTV.412426/Image/descSet1,1,"(1,)",|S21
1417,AwakeEventData/TT41.BTV.412426/Image/descSet2,1,"(1,)",|S19
1418,AwakeEventData/TT41.BTV.412426/Image/deviceName,1,"(1,)",|S15
1419,AwakeEventData/TT41.BTV.412426/Image/filterSelect,1,"(1,)",int32
1420,AwakeEventData/TT41.BTV.412426/Image/filterSelectStr,4,"(4,)",|S9
1421,AwakeEventData/TT41.BTV.412426/Image/filterSelect_max,1,"(1,)",int32
1422,AwakeEventData/TT41.BTV.412426/Image/filterSelect_min,1,"(1,)",int32
1423,AwakeEventData/TT41.BTV.412426/Image/firstLamp,1,"(1,)",int16
1424,AwakeEventData/TT41.BTV.412426/Image/firstLamp_max,1,"(1,)",int16
1425,AwakeEventData/TT41.BTV.412426/Image/firstLamp_min,1,"(1,)",int16
1426,AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1,400,"(1, 400)",float64
1427,AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1_unit,1,"(1,)",|S2
1428,AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2,300,"(1, 300)",float64
1429,AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2_unit,1,"(1,)",|S2
1430,AwakeEventData/TT41.BTV.412426/Image/imageSet,120000,"(1, 120000)",int16
